Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Indicator Name,Unit,Footnote (2019-2020),2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Annual bill,P3,Typical residential bill: water supply,$,,573.92,575.07,580.7,572.21,524.32,585.1,558.09,569.22,546,515.86,533.23,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Residential tariff structure,P4,Tariff structure: wastewater Definition,provided as text,,Commercial - As residential except charge is per pedestal or 3 urinals,Commercial - As residential except charge is per pedestal or 3 urinals,Commercial - As residential except charge is per pedestal or 3 urinals,No data,No data,Commercial - As residential except charge is per pedestal or 3 urinals,Commercial - As residential except charge is per pedestal or 3 urinals.,Commercial - As residential except charge is per pedestal or 3 urinals.,Commercial - As residential except charge is per pedestal or 3 urinals.,Commercial - As residential except charge is per pedestal or 3 urinals.,"Residential - Annual access charge for sewerage, plus the Cleaner Seas levy for the Wastewater Treatment Plant upgrades.  Commercial - As residential except charge is per pedestal or 3 urinals.",,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Residential tariff structure,P4.1,Fixed charge: wastewater,$,,795.92,794.64,807.73,795.64,797.7,796.8,798.04,788.18,777.36,757.98,622.33,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Residential tariff structure,P4.2,Usage charge: wastewater,$/kL,[Not Required],Not applicable,Not applicable,Not applicable,0,Not applicable,,0,0,0,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Residential tariff structure,P4.3,Special levies: wastewater,$,[Not Required],Not applicable,Not applicable,Not applicable,0,Not applicable,,0,0,0,,122.03,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Residential tariff structure,P4.4,Income from special levies retained by the utility: wastewater,yes/no,,no,no,no,no,no,,,No,No,No,Yes,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Annual bill,P5,Annual residential bill based on 200 kL per annum: wastewater,$,,795.92,794.64,807.73,795.85,797.7,796.35,798.04,788.18,777.36,757.98,744.36,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Annual bill,P6,Typical residential bill: wastewater,$,,795.92,794.64,807.73,795.85,797.7,796.35,798.04,788.18,777.36,757.98,744.36,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Annual bill,P7,Total annual residential bill based on 200 kL per annum,$,,1316,1304,1326,1306,1308,1306,1305,1289,1271,1238,1210,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Pricing,Annual bill,P8,Total typical residential bill,$,,1370,1370,1389,1368,1322,1381,1356,1357,1323,1274,1278,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Sources,W1,Volume of water sourced from surface water,ML,,27392,27189,24498,24652,23037,23991,22810,29966,28007,30548,31228,32033,30825,32039,34246,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Sources,W2,Volume of water sourced from groundwater,ML,,0,0,0,0,0,0,0,2,2,2,1,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Sources,W3.1,Volume of water sourced from desalination of marine water,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W5,Total volume of water received from other service providers or operational areas within the urban water system,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,0,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W5.3,"Volume of water, excluding recycled water, received from other service providers or operational areas within the urban water supply system",ML,,0,0,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W6,Volume of recycled water received from other service providers or operational areas within the urban water supply system,ML,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Sources,W7,Total volume of water sourced,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",27925,29115,26617,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W8,Total volume of water supplied.to residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",18141,17473,17251,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W8.3,Volume of water supplied to residential customers,ML,,18141,17473,17251,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W9,Total volume of water supplied to non-residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",7611,9390,9047,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W9.3,Volume of water supplied to non-residential customers,ML,,7078,7464,6928,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W10.1,Volume of non-revenue water,ML,,782,1050,544,413,290,725,1335,2498,3605,4024,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Production,W11,Total volume of urban water supplied,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",25752,26863,26298,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Production,W11.3,Volume of potable water produced for supply into the urban water supply system,ML,Orchid Valley supply based on estimate as flow meter is clearly faulty from Aug 2019 onward.,25219,24937,24179,23525,23417,25050,23219,28497,28234,26880,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W12,Average volume of residential water supplied per property,ML/property,,257.2,254.2008,252.8545,251.1,243.9,262.9,242.8617,257.5906,245.0454,231.148,262,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W13,Volume of water returned as environmental flows from outside of the urban water supply system,ML,,2252,0,2824,2010,10823,4568,2219,2037,1206,12523,19937,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W14,Total volume of water exported to other service providers or operational areas within the urban water supply system,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,0,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W14.3,"Volume of water, excluding recycled water, exported to other service providers or operational areas within the urban water supply system",ML,,0,0,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W15,Volume of recycled water exported to other service providers or operational areas within the urban water supply system,ML,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Wastewater collected,W16,"Volume of wastewater, excluding trade waste, collected",ML,,18560,22371,19953,18229,18780,17801,19593,18443,19838,21797,19134,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Wastewater collected,W17,Volume of trade waste collected,ML,Not all trade waste generators are metered. This figure is an estimation only.,324,611,850,1029,1077,1144,1061,904,1369,1036,1050,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Wastewater collected,W18,Total volume of wastewater collected,ML,,18884,22982,20803,19258,19857,18944,20653,19347,21207,22833,20184,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W18.1,Volume of wastewater exported to other service providers or operational areas within the urban wastewater system,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Transfers,W18.2,Volume of wastewater received from other service providers or operational areas within the urban wastewater system,ML,These totals are document controlled and accurate.,4,4,4,4,1,0,0,0,0,0,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Extraction for sewer mining,W18.3,Volume of wastewater taken through sewer mining,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Inflow to plant,W18.4,Volume of wastewater inflow to wastewater treatment plants,ML,Significantly lower rainfall last FY as compared to 18/19 FY - less infiltration in to sewer network across the region.,18560,22982,20821,19258,18569,18944,20653,19350,21207,22833,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Wastewater collected,W19,Average volume of wastewater collected per property,ML/property,,255.8,314.1,295.7,285.2,280.5,286.1,315.1,262.8,291.2,334.8,277.5,301.2,326,327,355,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W21,Volume of recycled water supplied to non-residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",533,1926,2119,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W23,Volume of recycled water supplied as environmental flows,ML,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W25.1,Volume of recycled water supplied to managed aquifer recharge,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W26,Total volume of recycled water supplied,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. No longer supplying recycled water to Paradise Palms Golf Course as of January 2019.",533,1926,2119,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W27,Recycled water as a percentage of total wastewater collected,%,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",2.9,8.4,10.2,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W28.4,Volume of urban stormwater supplied to residential customers,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W28.5,Volume of urban stormwater supplied to non-residential customers,ML,,0,0,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Outflow from plant,W30,Volume of wastewater losses and spills,ML,,0,122,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W29,Volume of treated wastewater disposals,ML,,18139,22618,20211,18485,17527,,19719,18443,20319,23667,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W31,Volume of water returned to surface water or groundwater from the urban water supply system,ML,,0,0,0,,,,,,,,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Outflow from plant,W18.5,Volume of treated effluent outflow from wastewater treatment plants,ML,,18516,22982,20821,19258,18569,18988,20653,19347,21177,24849,,,,,,,,
Queensland,"Large—50,000–100,000 connected properties",Cairns Regional Council,Water Resources,Use,W20,Volume of recycled water supplied to residential customers,ML,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Water Treatment Plants,A1,Number of water treatment plants providing full treatment,plants,,1,1,1,1,1,1,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Other Water Assets,A2,Length of water mains,km,,814,814,814,819,815,815,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Other Water Assets,A3,Number of properties served per km of water main,properties/km,,16.2,16.1,16.1,15.9,15.9,14.7,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Wastewater assets,A4,Number of wastewater treatment plants,plants,,2,2,2,2,2,2,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Wastewater assets,A5,Length of sewer mains and channels,Km,,230,229,229,228,229,229,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Wastewater assets,A6,Number of properties served per km of sewer main,properties/km,,26.8,26.8,26.6,26.5,26.2,30.3,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Water Main Breaks,A8,"Number of water main breaks, bursts, and leaks, per 100 km of water mains",mains breaks/100 km,,20.8,18.2,12.7,8.8,7.6,18,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Water Losses,A9,Infrastructure leakage index (ILI),ratio,,6.1,6,6.8,6.9,5.6,5.2,,,,,,,,,,,,
Queensland,"Small—10,000–20,000 connected properties",Cassowary Coast Regional Council,Assets,Water Losses,A10,Real losses: service connections,L/service connection/day,,472.4,461.8,458.8,463.9,390,356,,,,,,,,,,,,
